# STEVAL-MKI245KA (ISM330BX) 

time[us],acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],temp[C]
2054309056,-63.074,149.816,1026.996,-2524.375,787.500,1260.000,27.121
2054342241,-75.396,133.834,1018.822,-2782.500,914.375,1041.250,27.152
2054375425,-72.956,135.908,1012.844,-3408.125,389.375,293.125,27.086
2054408609,-80.398,91.500,998.570,-2568.125,-542.500,105.000,27.137
2054441793,-68.686,55.876,1005.890,-673.750,-1281.875,157.500,27.059
2054474993,-44.286,90.890,1038.586,420.000,-393.750,153.125,27.102
2054508176,-76.738,93.452,985.028,376.250,-266.875,-284.375,27.105
2054541361,-68.198,60.268,957.822,109.375,-1990.625,-1391.250,27.121
2054574545,-23.424,78.690,1011.502,205.625,-2218.125,-2279.375,27.105
2054607729,-13.054,67.100,1011.624,1824.375,-43.750,-2205.000,27.117
2054640913,-58.804,47.580,1003.938,4134.375,26.250,-1697.500,27.094
2054674098,-34.160,94.306,1044.442,5123.125,-1470.000,-1903.125,27.102
2054707282,24.888,139.446,1108.858,3836.875,-275.625,-2568.125,27.137
2054740466,-5.368,131.150,1081.164,2113.125,1365.000,-2957.500,27.137
2054773650,-29.768,145.058,1033.218,2358.125,-91.875,-2528.750,27.074
2054806834,15.250,162.626,1037.854,3311.875,-700.000,-2296.875,27.121
2054840033,11.712,177.022,980.514,3403.750,783.125,-1456.875,27.070
2054873217,-16.836,184.464,914.024,2436.875,1465.625,-656.250,27.070
2054906402,-17.812,187.148,976.244,1006.250,1067.500,-1592.500,27.172
2054939586,-17.568,188.124,1015.650,240.625,988.750,-1211.875,27.094
2054972770,-18.056,196.786,1035.292,-288.750,1592.500,-525.000,27.086
2055005954,-42.212,206.912,1042.612,-306.250,1627.500,-13.125,27.117
2055039140,-52.338,181.658,1020.774,223.125,1124.375,420.000,27.121
2055072324,-33.672,175.802,1050.420,131.250,1137.500,638.750,27.102
2055105508,-51.850,191.174,1044.808,-555.625,1456.875,380.625,27.121
2055138692,-56.608,149.572,1019.310,-48.125,735.000,105.000,27.105
2055171876,-32.940,117.242,1024.312,1115.625,695.625,35.000,27.094
2055205075,-40.138,141.886,996.984,1535.625,1540.000,236.250,27.121
2055238259,-64.050,120.414,933.788,984.375,1286.250,231.875,27.121
2055271443,-42.822,103.700,969.778,332.500,616.875,-306.250,27.102
2055304628,-24.766,125.416,989.298,691.250,1225.000,-630.000,27.121
2055337813,-50.630,105.408,978.562,2060.625,1846.250,-1010.625,27.137
2055370997,-61.366,96.136,989.298,3556.875,717.500,-1080.625,27.121
2055404182,-38.430,127.368,1011.990,4751.250,-105.000,-1155.000,27.094
2055437366,-26.230,119.072,1032.486,4991.875,761.250,-1518.125,27.094
2055470551,-42.334,130.784,1033.462,4213.125,809.375,-1837.500,27.137
2055503735,-45.872,179.706,1035.292,3701.250,-787.500,-1561.875,27.094
2055536919,-1.952,162.382,1050.908,4081.875,-1128.750,-1658.125,27.148
2055570104,-14.274,182.634,1023.946,4471.250,-144.375,-1767.500,27.121
2055603288,-35.624,209.352,986.004,3893.750,-61.250,-1273.125,27.074
2055636486,-32.086,223.260,967.826,1999.375,-966.875,-1308.125,27.094
2055669670,-21.106,224.602,995.276,358.750,-1255.625,-1246.875,27.074
2055702855,4.392,230.214,1016.382,-118.125,-135.625,-835.625,27.094
2055736040,-20.984,244.610,991.616,118.125,984.375,-853.125,27.137
2055769224,-38.308,231.434,954.650,603.750,100.625,-791.875,27.137
2055802408,2.440,233.630,994.788,135.625,17.500,-481.250,27.105
2055835593,16.226,241.072,997.960,-1347.500,1745.625,-529.375,27.059
2055868777,-20.740,198.128,975.146,-2327.500,2441.250,-323.750,27.133
2055901961,-30.866,187.026,991.128,-2896.250,1211.875,-91.875,27.152
2055935145,-3.172,231.434,1043.954,-4055.625,1137.500,-192.500,27.059
2055968330,-15.372,214.598,1030.534,-5565.000,2104.375,-109.375,27.152
2056001528,-45.140,203.740,972.950,-6501.250,1229.375,463.750,27.105
2056034711,-24.278,223.016,969.290,-6698.125,-52.500,616.875,27.133
2056067896,-9.638,190.686,1018.944,-5604.375,910.000,682.500,27.137
2056101081,-42.578,147.864,1005.768,-3727.500,1881.250,1264.375,27.105
2056134265,-56.364,164.822,1000.034,-2786.875,1404.375,1225.000,27.094
2056167449,-36.844,160.064,984.296,-3246.250,682.500,669.375,27.152
2056200633,-25.376,115.778,993.202,-4628.750,844.375,363.125,27.105
2056233817,-12.810,118.706,1011.868,-5630.625,1916.250,638.750,27.094
2056267003,-32.940,118.828,1039.318,-5425.000,1828.750,586.250,27.137
2056300186,-26.474,98.332,1054.934,-4278.750,192.500,612.500,27.105
2056333371,9.638,117.974,1093.730,-3189.375,783.125,35.000,27.137
2056366569,-28.792,130.540,1006.256,-2358.125,1754.375,-231.875,27.148
2056399753,-38.186,113.704,917.074,-1658.125,-188.125,-1137.500,27.074
2056432937,7.808,93.330,1003.206,-783.125,-161.875,-1194.375,27.121
2056466123,6.466,90.524,1037.732,-74.375,1977.500,-1225.000,27.137
2056499307,-37.454,98.698,1021.262,813.750,1728.125,-826.875,27.152
2056532491,-6.954,108.092,1070.062,1085.000,61.250,-1220.625,27.137
2056565675,18.178,129.686,1058.960,940.625,371.875,-2139.375,27.121
2056598859,0.732,122.854,1035.292,1295.000,1006.250,-2454.375,27.137
2056632044,-28.304,119.194,1049.566,2314.375,503.125,-2148.125,27.070
2056665228,-19.764,143.594,1037.732,3154.375,91.875,-2345.000,27.094
2056698412,-24.156,152.988,995.154,3215.625,148.750,-1806.875,27.137
2056731610,-22.692,168.726,984.906,2349.375,665.000,-1920.625,27.094
2056764794,-30.256,182.878,961.848,1793.750,971.250,-2441.250,27.105
2056797979,-35.380,172.264,955.870,2078.125,118.125,-1990.625,27.094
2056831164,-7.320,190.564,993.446,1872.500,358.750,-1767.500,27.148
2056864348,-23.180,199.470,1000.888,1124.375,1295.000,-1500.625,27.121
2056897532,-30.012,183.976,996.618,30.625,433.125,-1448.125,27.094
2056930717,0.732,218.258,1015.894,-1461.250,-284.375,-1325.625,27.152
2056963900,4.270,207.034,1027.240,-1535.625,651.875,-1159.375,27.094
2056997086,-13.542,158.478,1023.458,-83.125,1268.750,-813.750,27.070
2057030270,-8.296,198.616,1039.196,975.625,988.750,-682.500,27.105
2057063454,2.562,205.692,1044.686,643.125,1260.000,-660.625,27.172
2057096652,-5.490,162.382,1012.844,-822.500,1741.250,-936.250,27.121
2057129836,-1.464,165.920,978.562,-2288.125,1872.500,-883.750,27.094
2057163021,3.904,165.798,979.294,-2791.250,2318.750,-1036.875,27.172
2057196206,-5.124,124.074,986.980,-2292.500,2651.250,-883.750,27.117
2057229389,-1.098,155.062,1006.256,-2170.000,2874.375,-726.250,27.152
2057262573,0.122,183.122,1016.260,-2353.750,3526.250,-713.125,27.121
2057295758,-23.302,146.034,968.070,-2078.125,3163.125,-1054.375,27.121
2057328942,-15.738,136.274,988.932,-1369.375,2419.375,-1308.125,27.152
2057362127,3.538,157.258,1044.564,-1058.750,3123.750,-1443.750,27.172
2057395311,-29.768,131.150,1046.272,-621.250,3386.250,-1316.875,27.137
2057428496,-46.726,120.780,1044.808,-161.875,2113.125,-975.625,27.152
2057461694,-29.402,153.720,1036.512,65.625,1596.875,-1023.750,27.152
2057494877,-37.698,130.052,1005.402,240.625,1841.875,-1400.000,27.172
2057528062,-50.142,115.046,1004.182,717.500,1596.875,-1588.125,27.137
2057561246,-37.210,157.990,1012.112,1089.375,1089.375,-1500.625,27.121
2057594430,-30.744,151.402,998.204,1273.125,1058.750,-1417.500,27.137
2057627614,-36.234,138.226,1000.522,1102.500,1010.625,-914.375,27.121
2057660799,-34.282,198.616,972.096,-74.375,888.125,-735.000,27.152
2057693984,-23.790,190.564,962.702,-1610.000,966.875,-1032.500,27.137
2057727168,-14.640,171.288,986.004,-2782.500,971.250,-1032.500,27.172
2057760352,-0.122,191.296,1022.848,-2944.375,1518.125,-288.750,27.152
2057793537,1.342,199.348,1036.756,-2366.875,2222.500,-144.375,27.105
2057826735,1.830,189.710,1041.270,-1575.000,2397.500,100.625,27.152
2057859919,15.738,189.466,1022.604,-1505.000,2419.375,498.750,27.137
2057893104,20.252,175.192,1028.460,-2436.875,3062.500,-17.500,27.094
2057926288,14.030,145.302,1052.128,-3622.500,3854.375,-560.000,27.121
2057959473,-4.880,138.958,1037.000,-4265.625,3788.750,56.875,27.121
2057992657,-18.056,152.500,1009.306,-4812.500,3661.875,564.375,27.105
2058025841,-22.082,156.892,946.842,-4729.375,3955.000,520.625,27.152
2058059026,-37.820,148.474,908.778,-4156.250,4300.625,818.125,27.121
2058092210,-35.990,156.404,954.772,-4235.000,4589.375,472.500,27.121
2058125395,-47.214,159.210,1013.332,-4270.000,4519.375,161.875,27.152
2058158578,-60.390,122.122,1066.402,-3526.250,3893.750,686.875,27.152
2058191776,-60.512,115.656,1115.690,-2436.875,2760.625,1146.250,27.188
2058224961,-69.662,124.928,1078.602,-1478.750,1973.125,1133.125,27.188
2058258145,-78.934,98.332,1037.976,-971.250,1050.000,1045.625,27.137
2058291329,-65.636,98.210,1038.952,-1430.625,700.000,520.625,27.105
2058324514,-79.666,119.072,1016.260,-2248.750,546.875,-183.750,27.219
2058357698,-67.954,94.916,994.910,-2563.750,-126.875,-17.500,27.105
2058390883,-49.776,97.478,985.150,-2183.125,-48.125,389.375,27.152
2058424067,-56.120,117.120,972.584,-1246.875,691.250,262.500,27.137
2058457252,-41.358,108.946,1005.890,-647.500,682.500,-310.625,27.121
2058490436,-23.668,117.608,1033.950,-643.125,630.000,-651.875,27.105
2058523620,-21.594,130.906,1056.764,-568.750,1242.500,-800.625,27.121
2058556804,-22.448,123.464,1024.678,-393.750,1268.750,-853.125,27.094
2058590004,-14.640,137.372,992.836,-70.000,844.375,-301.875,27.121
2058623188,0.854,147.742,996.618,-402.500,1264.375,-52.500,27.137
2058656372,-9.394,148.840,1010.892,-1334.375,2100.000,-682.500,27.094
2058689556,-25.620,154.574,1001.986,-1946.875,1798.125,-455.000,27.105
2058722741,-15.860,150.426,1007.598,-2091.250,1680.000,-345.625,27.152
2058755925,-25.132,139.202,1003.450,-1925.000,1995.000,-83.125,27.094
2058789110,-36.600,152.866,1008.452,-1946.875,1785.000,253.750,27.152
2058822294,-27.694,153.476,1044.320,-2349.375,1758.750,61.250,27.137
2058855478,-43.188,122.366,1046.638,-2533.125,1929.375,-223.125,27.094
2058888662,-51.484,111.508,1036.512,-2283.750,1098.125,-166.250,27.121
2058921847,-34.038,116.754,1050.542,-2038.750,896.875,-83.125,27.188
2058955045,-40.748,92.476,1020.774,-1671.250,1706.250,-135.625,27.094
2058988229,-59.170,85.888,985.028,-1260.000,1351.875,-398.125,27.105
2059021414,-32.208,106.384,1011.868,-1216.250,914.375,-577.500,27.168
2059054598,-17.934,94.062,1009.428,-840.000,2113.125,-647.500,27.137
2059087782,-51.850,77.836,988.078,192.500,2340.625,-638.750,27.172
2059120966,-32.696,110.898,987.834,625.625,1500.625,-415.625,27.121
2059154151,-12.566,119.926,1003.694,393.750,2139.375,-441.875,27.137
2059187335,-40.382,95.404,999.668,310.625,2511.250,-437.500,27.121
2059220519,-34.526,115.900,988.444,43.750,1828.750,-61.250,27.121
2059253704,-29.280,141.642,1008.696,-161.875,1688.750,-161.875,27.059
2059286888,-40.626,129.320,1017.114,166.250,1592.500,-74.375,27.172
2059320086,-42.578,144.570,1022.360,616.875,1255.625,568.750,27.172
2059353270,-42.822,157.258,1034.194,730.625,1238.125,748.125,27.188
2059386454,-59.048,121.878,1022.360,603.750,783.125,428.750,27.172
2059419638,-56.242,123.464,1042.978,568.750,118.125,367.500,27.105
2059452823,-50.630,114.680,1047.736,853.125,13.125,253.750,27.188
2059486007,-47.336,108.824,1026.386,1032.500,56.875,-21.875,27.172
2059519192,-45.262,110.410,1010.160,1001.875,-157.500,13.125,27.137
2059552376,-31.720,115.656,1028.338,796.250,-113.750,-227.500,27.121
2059585561,-26.840,113.094,1019.920,1146.250,227.500,-1093.750,27.121
2059618745,-23.424,101.870,1020.896,1767.500,437.500,-1207.500,27.074
2059651930,-18.788,113.582,1008.696,2231.250,770.000,-1378.125,27.094
2059685114,-22.936,122.122,990.884,2629.375,840.000,-1596.875,27.152
2059718312,-9.272,115.290,998.326,2563.750,809.375,-1763.125,27.137
2059751496,-18.300,139.080,1006.134,1785.000,1085.000,-1566.250,27.137
2059784681,-22.936,158.600,995.398,997.500,1176.875,-2078.125,27.137
2059817865,-34.038,152.378,976.488,468.125,586.250,-1662.500,27.137
2059851050,-30.012,171.532,985.516,-196.875,358.750,-1238.125,27.121
2059884234,-23.912,187.880,996.130,-406.875,949.375,-1041.250,27.137
2059917418,-37.088,157.624,1017.358,-126.875,1172.500,-927.500,27.172
2059950602,-28.060,172.142,1052.982,-673.750,743.750,-682.500,27.137
2059983787,-22.448,196.054,1078.602,-1815.625,927.500,-280.000,27.137
2060016971,-26.962,170.068,1035.414,-2345.000,774.375,-170.625,27.094
2060050156,-16.104,162.504,1011.624,-2340.625,546.875,533.750,27.074
2060083354,-12.566,165.798,1008.086,-2205.000,1443.750,809.375,27.188
2060116538,-28.304,141.764,1001.254,-2065.000,1548.750,245.000,27.172
2060149722,-10.370,132.248,1028.582,-2082.500,1133.125,490.000,27.172
2060182906,-8.418,141.276,1025.166,-2502.500,1868.125,730.625,27.152
2060216091,-41.968,115.656,959.286,-2476.250,1767.500,905.625,27.152
2060249275,-38.430,102.968,969.290,-2073.750,735.000,1168.125,27.094
2060282459,-19.520,123.830,1018.456,-1881.250,1351.875,651.875,27.133
2060315644,-51.972,109.434,999.790,-1649.375,2038.750,262.500,27.152
2060348828,-55.388,98.332,984.662,-1137.500,752.500,223.125,27.152
2060382013,-26.596,103.456,1025.166,-398.125,319.375,188.125,27.152
2060415210,-23.424,83.326,1041.148,393.750,1312.500,-21.875,27.121
2060448395,-43.310,85.522,1034.804,787.500,1435.000,288.750,27.152
2060481579,-37.576,104.066,1046.272,367.500,-26.250,-48.125,27.137
2060514763,-10.370,95.648,1074.820,306.250,-503.125,-770.000,27.121
2060547947,-16.470,83.692,1048.224,1435.000,284.375,-1054.375,27.172
2060581132,-49.166,111.508,975.390,2681.875,-306.250,-398.125,27.172
2060614316,-41.968,116.144,959.652,3469.375,-1050.000,-450.625,27.137
2060647501,-11.712,94.184,982.100,4003.125,-205.625,-853.125,27.137
2060680684,-22.692,112.972,992.836,3784.375,958.125,-573.125,27.074
2060713869,-39.284,138.714,1016.016,3023.125,945.000,-472.500,27.184
2060747054,-33.550,137.372,1014.430,2708.125,332.500,-468.125,27.152
2060780238,-6.954,156.038,1001.620,2515.625,35.000,-262.500,27.172
2060813436,2.928,187.514,1006.988,2231.250,953.750,275.625,27.152
2060846620,-17.568,179.950,986.980,1916.250,988.750,345.625,27.094
2060879804,-1.830,181.536,1005.890,1583.750,192.500,647.500,27.137
2060912989,15.006,207.278,1039.562,975.625,748.125,1041.250,27.203
2060946173,-5.490,206.058,1005.402,0.000,1653.750,1067.500,27.172
2060979357,-22.204,193.980,983.564,-1036.875,1343.125,1544.375,27.105
2061012542,-14.884,205.082,994.056,-1798.125,1281.875,1736.875,27.172
2061045726,-22.204,197.152,981.978,-2288.125,1675.625,1430.625,27.121
2061078910,-23.058,181.536,1008.818,-3071.250,1596.875,1347.500,27.168
2061112095,-13.298,193.370,1055.910,-3521.875,1413.125,1553.125,27.152
2061145293,-19.642,160.918,1050.176,-3123.750,1124.375,1627.500,27.137
2061178477,-34.282,143.594,1034.072,-2703.750,-74.375,1400.000,27.172
2061211661,-15.494,151.524,1063.596,-2926.875,-669.375,940.625,27.188
2061244846,-17.934,119.194,1056.886,-3237.500,-179.375,538.125,27.188
2061278031,-49.044,107.604,1014.064,-2782.500,-568.750,415.625,27.121
2061311215,-31.110,108.214,984.540,-1754.375,-1067.500,717.500,27.121
2061344398,-4.392,105.408,966.728,-835.625,26.250,525.000,27.172
2061377583,-14.640,88.572,960.262,-157.500,1338.750,-48.125,27.172
2061410767,-3.782,87.474,996.496,-113.750,1566.250,-665.000,27.152
2061443952,18.422,86.132,1029.436,223.125,2108.750,-787.500,27.137
2061477136,11.834,68.686,1031.144,1054.375,2222.500,-840.000,27.152
2061510334,15.982,99.308,1039.196,1806.875,2100.000,-625.625,27.152
2061543518,15.860,115.290,1026.264,2358.125,2196.250,-870.625,27.172
2061576703,-7.686,91.500,1006.744,2979.375,1238.125,-1356.250,27.137
2061609886,4.270,118.096,1043.344,3640.000,332.500,-1566.250,27.121
2061643071,6.100,147.742,1042.368,4466.875,826.875,-1675.625,27.152
2061676256,-35.258,124.440,1006.866,5149.375,708.750,-1268.750,27.172
2061709440,-44.774,141.398,1007.720,5088.125,-468.125,-1085.000,27.172
2061742624,-16.348,176.168,1025.654,4589.375,-223.125,-1404.375,27.152
2061775808,-27.816,157.502,1004.182,4221.875,595.000,-1360.625,27.152
2061808993,-38.918,172.752,989.664,4243.750,634.375,-586.250,27.121
2061842178,-19.032,205.448,990.884,4178.125,651.875,-476.875,27.121
2061875376,-12.688,201.788,990.884,3517.500,853.125,-743.750,27.137
2061908560,4.270,209.962,1006.134,2178.750,1360.625,-87.500,27.137
2061941744,-2.440,233.996,995.764,551.250,1767.500,26.250,27.137
2061974928,-7.930,214.842,982.344,354.375,984.375,218.750,27.121
2062008113,13.786,193.126,990.762,1190.000,678.125,1015.000,27.168
2062041297,14.518,222.406,987.590,1583.750,1942.500,966.875,27.137
2062074482,-9.638,207.888,960.018,1391.250,2183.125,805.000,27.188
2062107666,1.830,174.338,995.520,485.625,1575.000,756.875,27.105
2062140850,9.028,196.542,1034.926,-678.125,2091.250,542.500,27.172
2062174035,-2.928,160.674,1027.362,-603.750,2655.625,336.875,27.121
2062207219,-8.906,130.296,1034.560,455.000,2520.000,765.625,27.121
2062240418,-10.248,170.556,1028.826,1015.000,2428.125,945.000,27.188
2062273601,-11.346,173.728,992.714,647.500,2454.375,188.125,27.172
2062306786,1.952,150.792,984.662,-30.625,2480.625,-253.750,27.152
2062339970,-4.758,165.798,1003.206,-450.625,2760.625,-420.000,27.105
2062373155,-22.448,158.722,994.544,109.375,2598.750,-380.625,27.172
2062406339,-12.932,149.572,1008.452,1093.750,1933.750,144.375,27.105
2062439523,-9.638,187.148,1016.138,1281.875,2043.125,393.750,27.137
2062472707,-29.402,191.296,998.936,993.125,2161.250,205.625,27.137
2062505892,-26.840,170.068,983.320,428.750,1369.375,-332.500,27.137
2062539076,-12.688,184.220,1009.306,297.500,1238.125,-179.375,27.152
2062572261,-13.176,184.952,1019.798,756.875,2143.750,-70.000,27.152
2062605459,-20.862,177.266,1027.728,1365.000,2279.375,586.250,27.121
2062638643,-13.542,206.912,1026.874,1190.000,1522.500,1041.250,27.152
2062671827,-0.976,218.258,1019.310,-52.500,1688.750,743.750,27.152
2062705014,-10.736,193.126,998.326,-1120.000,1859.375,78.750,27.172
2062738199,-7.320,184.098,1000.156,-1023.750,1452.500,231.875,27.121
2062771383,1.708,208.254,1009.306,-853.125,1614.375,363.125,27.137
2062804567,-11.712,199.836,1012.966,-735.000,1960.000,940.625,27.121
2062837752,-2.196,210.450,1028.582,-905.625,1855.000,1347.500,27.172
2062870936,-4.148,222.894,1017.236,-1391.250,2205.000,1146.250,27.074
2062904121,-17.934,189.710,996.496,-1535.625,2034.375,389.375,27.137
2062937305,-4.270,170.800,1018.700,-1155.000,1741.250,406.875,27.172
2062970490,5.246,189.832,1022.726,-879.375,2362.500,380.625,27.137
2063003674,-24.888,162.870,996.862,-962.500,2625.000,730.625,27.137
2063036858,-22.570,161.040,983.808,-1443.750,1973.125,936.250,27.121
2063070057,-4.758,179.950,1000.888,-2060.625,2511.250,319.375,27.152
2063103241,-29.402,150.426,1002.108,-1977.500,3237.500,-74.375,27.105
2063136425,-35.258,152.500,1010.404,-1238.125,2541.875,-196.875,27.152
2063169609,-21.472,181.048,1033.584,-616.875,1990.625,249.375,27.172
2063202793,-23.790,171.410,1019.798,-245.000,2056.250,140.000,27.172
2063235978,-42.212,154.452,985.028,161.875,1487.500,231.875,27.074
2063269162,-32.818,165.188,986.004,529.375,936.250,0.000,27.172
2063302347,-23.546,149.206,1006.622,1115.625,1505.000,-17.500,27.121
2063335531,-41.968,159.820,1004.792,1605.625,1430.625,284.375,27.188
2063368715,-25.498,193.736,1022.848,1229.375,735.000,682.500,27.152
2063401913,-7.686,206.302,1030.656,188.125,910.000,678.125,27.137
2063435098,-20.984,176.412,1013.942,-511.875,1220.625,542.500,27.172
2063468282,-22.814,188.978,1016.626,-669.375,866.250,997.500,27.121
2063501467,-6.954,213.988,1001.742,-498.750,612.500,809.375,27.152
2063534651,1.830,198.738,1007.964,-315.000,1045.625,1102.500,27.172
2063567835,-0.610,202.764,999.058,-503.125,1903.125,1421.875,27.172
2063601019,-7.076,213.378,966.606,-1032.500,2283.750,1155.000,27.152
2063634204,0.000,188.246,988.322,-1264.375,2244.375,708.750,27.121
2063667388,16.348,172.386,1014.552,-1076.250,2983.750,988.750,27.105
2063700572,11.224,194.468,1009.062,-966.875,4182.500,1168.125,27.188
2063733756,-10.736,177.144,1005.158,-1137.500,4108.125,752.500,27.152
2063766955,-8.662,173.118,1030.778,-1408.750,3333.750,700.000,27.105
2063800139,3.660,181.780,1042.978,-1837.500,3950.625,336.875,27.152
2063833324,-32.208,166.652,990.396,-1522.500,3911.250,223.125,27.152
2063866508,-43.066,168.726,979.904,-1010.625,2489.375,328.125,27.172
2063899692,-19.520,185.684,1008.940,-472.500,2651.250,665.000,27.172
2063932876,-43.188,167.018,991.494,328.125,3373.125,568.750,27.188
2063966062,-67.710,155.794,977.586,923.125,2143.750,507.500,27.152
2063999245,-46.116,172.386,1018.578,498.750,1281.875,78.750,27.188
2064032430,-45.262,167.872,1037.488,61.250,1697.500,-140.000,27.152
2064065614,-66.368,165.066,1011.990,8.750,1032.500,328.125,27.105
2064098798,-59.292,191.662,1017.480,-236.250,-183.750,603.750,27.121
2064131997,-38.674,212.768,1009.794,-612.500,-490.000,511.875,27.188
2064165181,-42.822,195.688,989.298,-603.750,-520.625,376.250,27.152
2064198366,-43.432,194.590,996.618,-56.875,-319.375,310.625,27.105
2064231550,-44.896,205.814,997.716,708.750,-100.625,-43.750,27.137
2064264733,-37.942,190.076,987.468,1338.750,-625.625,100.625,27.152
2064297917,-14.030,183.976,1030.290,840.000,-350.000,188.125,27.188
2064331102,-24.888,195.322,1014.674,-188.125,481.250,61.250,27.152
2064364287,-45.506,172.752,973.316,-901.250,-258.125,-516.250,27.203
2064397471,-14.152,173.118,1005.280,-927.500,-1754.375,-840.000,27.172
2064430655,13.054,190.808,1018.700,-717.500,-1203.125,-1023.750,27.172
2064463853,-9.760,171.898,1010.160,-78.750,-170.625,-1023.750,27.137
2064497038,-17.080,167.140,1001.742,511.875,-848.750,-901.250,27.137
2064530222,-0.610,188.246,1046.394,350.000,-1010.625,-1176.875,27.152
2064563406,-0.366,176.046,1052.738,74.375,-70.000,-1566.250,27.137
2064596590,-5.246,181.536,1010.282,258.125,210.000,-1133.125,27.219
